Name,API_Name,Instance_Memory,vCPUs,GiB_of_Memory_per_vCPU,GPUs,Instance_Storage,On_Demand,Linux_Reserved_cost,Windows_Reserved_Cost,Windows_Spot_Cost,Service_Provider
M5 General Purpose 16xlarge,m5d.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,2400 GB (4 * 600 GB NVMe SSD),$3.9040 hourly,$2.4600 hourly,$5.4040 hourly,$3.9771 hourly,Amazon EC2
R5AD 24xlarge,r5ad.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$3.9860 hourly,$2.5110 hourly,$6.9270 hourly,$5.5785 hourly,Amazon EC2
C5 High-CPU Metal,c5.metal,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.0800 hourly,$2.5700 hourly,$6.9860 hourly,$5.6505 hourly,Amazon EC2
C5 High-CPU 24xlarge,c5.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.0800 hourly,$2.5700 hourly,$6.9860 hourly,$5.5863 hourly,Amazon EC2
C6I 24xlarge,c6i.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.0800 hourly,$2.7014 hourly,$7.1174 hourly,$5.7450 hourly,Amazon EC2
M6ID 16xlarge,m6id.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$4.0992 hourly,$2.5825 hourly,$5.5265 hourly,$4.1866 hourly,Amazon EC2
R6I 16xlarge,r6i.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,EBS only,$4.1600 hourly,$2.7342 hourly,$5.6782 hourly,$4.1951 hourly,Amazon EC2
R5 16xlarge,r5.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,EBS only,$4.1600 hourly,$2.6080 hourly,$5.5520 hourly,$4.0187 hourly,Amazon EC2
D3 Eight Extra Large,d3.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,47520 GB (24 * 1980 GB NVMe HDD),$4.1890 hourly,$2.6391 hourly,$4.1111 hourly,$2.7595 hourly,Amazon EC2
C7I Metal-24xl,c7i.metal-24xl,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.2840 hourly,$2.8365 hourly,$7.2525 hourly,$5.6079 hourly,Amazon EC2
C7I 24xlarge,c7i.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.2840 hourly,$2.8365 hourly,$7.2525 hourly,$5.5635 hourly,Amazon EC2
G4DN 12xlarge,g4dn.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,4,900 GB NVMe SSD,$4.3060 hourly,$2.7130 hourly,$4.9210 hourly,$2.6386 hourly,Amazon EC2
R7I 16xlarge,r7i.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,EBS only,$4.3680 hourly,$2.8709 hourly,$5.8149 hourly,$4.2139 hourly,Amazon EC2
R4 High-Memory 16xlarge,r4.16xlarge,488.0 GiB,64 vCPUs,7.62 GiB/vCPU,0,EBS only,$4.3840 hourly,$2.7558 hourly,$5.6998 hourly,$4.2177 hourly,Amazon EC2
C6A 48xlarge,c6a.48xlarge,384.0 GiB,192 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.4880 hourly,$2.9716 hourly,$11.8036 hourly,$10.2459 hourly,Amazon EC2
C6A Metal,c6a.metal,384.0 GiB,192 vCPUs,2.00 GiB/vCPU,0,EBS only,$4.4880 hourly,$2.9716 hourly,$11.8036 hourly,$10.1585 hourly,Amazon EC2
R6A 32xlarge,r6a.32xlarge,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,EBS only,$4.5760 hourly,$3.0073 hourly,$8.8953 hourly,$7.3401 hourly,Amazon EC2
I4I 12xlarge,i4i.12xlarge,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,11250 GB (3 * 3750 GB NVMe SSD),$4.6730 hourly,$3.0430 hourly,$5.2510 hourly,$3.4754 hourly,Amazon EC2
Z1D Metal,z1d.metal,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,1800 GB (2 * 900 GB NVMe SSD),$4.7040 hourly,$2.9640 hourly,$5.1720 hourly,$3.5606 hourly,Amazon EC2
Z1D 12xlarge,z1d.12xlarge,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,1800 GB (2 * 900 GB NVMe SSD),$4.7040 hourly,$2.9640 hourly,$5.1720 hourly,$3.5303 hourly,Amazon EC2
C5 High-CPU 24xlarge,c5d.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$4.7520 hourly,$2.9940 hourly,$7.4100 hourly,$5.8129 hourly,Amazon EC2
C5 High-CPU Metal,c5d.metal,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$4.7520 hourly,$2.9940 hourly,$7.4100 hourly,$5.7126 hourly,Amazon EC2
G4DN 16xlarge,g4dn.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,1,900 GB NVMe SSD,$4.7910 hourly,$3.0180 hourly,$5.9620 hourly,$3.4231 hourly,Amazon EC2
R5D 16xlarge,r5d.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,2400 GB (4 * 600 GB NVMe SSD),$4.8320 hourly,$3.0440 hourly,$5.9880 hourly,$4.2303 hourly,Amazon EC2
M5 General Purpose 24xlarge,m5.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,EBS only,$4.8480 hourly,$3.0540 hourly,$7.4700 hourly,$5.8806 hourly,Amazon EC2
M6I 24xlarge,m6i.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,EBS only,$4.8480 hourly,$3.2017 hourly,$7.6177 hourly,$6.0067 hourly,Amazon EC2
M5 General Purpose Metal,m5.metal,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,EBS only,$4.8480 hourly,$3.0540 hourly,$7.4700 hourly,$5.7169 hourly,Amazon EC2
R5N 16xlarge,r5n.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,EBS only,$4.8960 hourly,$3.0840 hourly,$6.0280 hourly,$4.2153 hourly,Amazon EC2
G5 Graphics and Machine Learning GPU 16xlarge,g5.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,1,1900 GB NVMe SSD,$4.9185 hourly,$3.0986 hourly,$6.0426 hourly,$3.7403 hourly,Amazon EC2
INF1 24xlarge,inf1.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,16,EBS only,$4.9650 hourly,$3.1280 hourly,unavailable,unavailable,Amazon EC2
R6ID 16xlarge,r6id.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$5.0752 hourly,$3.1974 hourly,$6.1414 hourly,$4.5075 hourly,Amazon EC2
M7I Metal-24xl,m7i.metal-24xl,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,EBS only,$5.0904 hourly,$3.3617 hourly,$7.7777 hourly,$5.9649 hourly,Amazon EC2
M7I 24xlarge,m7i.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,EBS only,$5.0904 hourly,$3.3617 hourly,$7.7777 hourly,$6.0570 hourly,Amazon EC2
IS4GEN Eight Extra Large,is4gen.8xlarge,192.0 GiB,32 vCPUs,6.00 GiB/vCPU,0,30000 GB (4 * 7500 GB NVMe SSD),$5.2400 hourly,$3.5784 hourly,unavailable,unavailable,Amazon EC2
M6A 48xlarge,m6a.48xlarge,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,0,EBS only,$5.3328 hourly,$3.5218 hourly,$12.3538 hourly,$10.5596 hourly,Amazon EC2
M6A Metal,m6a.metal,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,0,EBS only,$5.3328 hourly,$3.5218 hourly,$12.3538 hourly,$10.3949 hourly,Amazon EC2
C6I 32xlarge,c6i.32xlarge,256.0 GiB,128 vCPUs,2.00 GiB/vCPU,0,EBS only,$5.4400 hourly,$3.6019 hourly,$9.4899 hourly,$7.4375 hourly,Amazon EC2
C6I Metal,c6i.metal,256.0 GiB,128 vCPUs,2.00 GiB/vCPU,0,EBS only,$5.4400 hourly,$3.6019 hourly,$9.4899 hourly,$7.5413 hourly,Amazon EC2
C6IN 24xlarge,c6in.24xlarge,192.0 GiB,96 vCPUs,2.00 GiB/vCPU,0,EBS only,$5.4432 hourly,$3.4292 hourly,$7.8452 hourly,$6.0789 hourly,Amazon EC2
I3 High I/O 16xlarge,i3.16xlarge,488.0 GiB,64 vCPUs,7.62 GiB/vCPU,0,15200 GB (8 * 1900 GB NVMe SSD),$5.6640 hourly,$3.8980 hourly,$6.8420 hourly,$4.5763 hourly,Amazon EC2
I3 High I/O Metal,i3.metal,512.0 GiB,72 vCPUs,7.11 GiB/vCPU,0,15200 GB (8 * 1900 GB NVMe SSD),$5.6640 hourly,$3.8980 hourly,$6.8420 hourly,$4.5894 hourly,Amazon EC2
M5 General Purpose 24xlarge,m5d.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$5.8560 hourly,$3.6890 hourly,$8.1050 hourly,$5.6984 hourly,Amazon EC2
M5 General Purpose Metal,m5d.metal,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$5.8560 hourly,$3.6890 hourly,$8.1050 hourly,$6.0744 hourly,Amazon EC2
M6ID 24xlarge,m6id.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,0,5700 GB (4 * 1425 GB NVMe SSD),$6.1488 hourly,$3.8737 hourly,$8.2897 hourly,$6.1590 hourly,Amazon EC2
I3EN 12xlarge,i3en.12xlarge,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,30000 GB (4 * 7500 GB NVMe SSD),$6.1680 hourly,$4.2090 hourly,$6.4170 hourly,$3.8833 hourly,Amazon EC2
I4I 16xlarge,i4i.16xlarge,512.0 GiB,64 vCPUs,8.00 GiB/vCPU,0,15000 GB (4 * 3750 GB NVMe SSD),$6.2300 hourly,$4.0570 hourly,$7.0010 hourly,$4.5411 hourly,Amazon EC2
R5 Metal,r5.metal,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.2400 hourly,$3.9120 hourly,$8.3280 hourly,$6.1739 hourly,Amazon EC2
R5 24xlarge,r5.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.2400 hourly,$3.9120 hourly,$8.3280 hourly,$6.1807 hourly,Amazon EC2
R6I 24xlarge,r6i.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.2400 hourly,$4.1013 hourly,$8.5173 hourly,$6.4172 hourly,Amazon EC2
M6I 32xlarge,m6i.32xlarge,512.0 GiB,128 vCPUs,4.00 GiB/vCPU,0,EBS only,$6.4640 hourly,$4.2689 hourly,$10.1569 hourly,$7.4263 hourly,Amazon EC2
M6I Metal,m6i.metal,512.0 GiB,128 vCPUs,4.00 GiB/vCPU,0,EBS only,$6.4640 hourly,$4.2689 hourly,$10.1569 hourly,$7.4745 hourly,Amazon EC2
R7I Metal-24xl,r7i.metal-24xl,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.5520 hourly,$4.3064 hourly,$8.7224 hourly,$6.3896 hourly,Amazon EC2
R7I 24xlarge,r7i.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.5520 hourly,$4.3064 hourly,$8.7224 hourly,$6.1866 hourly,Amazon EC2
D2 Eight Extra Large,d2.8xlarge,244.0 GiB,36 vCPUs,6.78 GiB/vCPU,0,49152 GB (24 * 2048 GB HDD),$6.6120 hourly,$3.8980 hourly,$5.5540 hourly,$3.9629 hourly,Amazon EC2
G5 Graphics and Machine Learning GPU 12xlarge,g5.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,4,3800 GB NVMe SSD,$6.8109 hourly,$4.2909 hourly,$6.4989 hourly,$3.0995 hourly,Amazon EC2
R6A 48xlarge,r6a.48xlarge,1536.0 GiB,192 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.8640 hourly,$4.5110 hourly,$13.3430 hourly,$10.9096 hourly,Amazon EC2
R6A Metal,r6a.metal,1536.0 GiB,192 vCPUs,8.00 GiB/vCPU,0,EBS only,$6.8640 hourly,$4.5110 hourly,$13.3430 hourly,$11.2374 hourly,Amazon EC2
X1E Eight Extra Large,x1e.8xlarge,976.0 GiB,32 vCPUs,30.50 GiB/vCPU,0,960 GB SSD,$6.8800 hourly,$4.2070 hourly,$5.6790 hourly,$3.6535 hourly,Amazon EC2
X1 Extra High-Memory 16xlarge,x1.16xlarge,976.0 GiB,64 vCPUs,15.25 GiB/vCPU,0,1920 GB SSD,$6.8810 hourly,$4.2080 hourly,$7.1520 hourly,$4.7902 hourly,Amazon EC2
X2IEDN Eight Extra Large,x2iedn.8xlarge,1024.0 GiB,32 vCPUs,32.00 GiB/vCPU,0,950 GB NVMe SSD,$6.8810 hourly,$4.2339 hourly,$5.7059 hourly,$2.1601 hourly,Amazon EC2
X2IDN 16xlarge,x2idn.16xlarge,1024.0 GiB,64 vCPUs,16.00 GiB/vCPU,0,1900 GB NVMe SSD,$6.8810 hourly,$4.2339 hourly,$7.1779 hourly,$5.0441 hourly,Amazon EC2
R5D 24xlarge,r5d.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$7.2480 hourly,$4.5660 hourly,$8.9820 hourly,$6.4212 hourly,Amazon EC2
R5D Metal,r5d.metal,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,3600 GB (4 * 900 GB NVMe SSD),$7.2480 hourly,$4.5660 hourly,$8.9820 hourly,$6.3682 hourly,Amazon EC2
C6IN 32xlarge,c6in.32xlarge,256.0 GiB,128 vCPUs,2.00 GiB/vCPU,0,EBS only,$7.2576 hourly,$4.5723 hourly,$10.4603 hourly,$8.2967 hourly,Amazon EC2
C6IN Metal,c6in.metal,256.0 GiB,128 vCPUs,2.00 GiB/vCPU,0,EBS only,$7.2576 hourly,$4.5723 hourly,$10.4603 hourly,$8.1702 hourly,Amazon EC2
R5N 24xlarge,r5n.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$7.3440 hourly,$4.6270 hourly,$9.0430 hourly,$6.5548 hourly,Amazon EC2
R5N Metal,r5n.metal,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,EBS only,$7.3440 hourly,$4.6270 hourly,$9.0430 hourly,$6.4959 hourly,Amazon EC2
R6ID 24xlarge,r6id.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,5700 GB (4 * 1425 GB NVMe SSD),$7.6128 hourly,$4.7961 hourly,$9.2121 hourly,$6.7974 hourly,Amazon EC2
I2 Eight Extra Large,i2.8xlarge,244.0 GiB,32 vCPUs,7.62 GiB/vCPU,0,6400 GB (8 * 800 GB SSD),$7.7330 hourly,$4.6480 hourly,$6.1200 hourly,unavailable,Amazon EC2
M6ID 32xlarge,m6id.32xlarge,512.0 GiB,128 vCPUs,4.00 GiB/vCPU,0,7600 GB (4 * 1900 GB NVMe SSD),$8.1984 hourly,$5.1650 hourly,$11.0530 hourly,$7.5521 hourly,Amazon EC2
M6ID Metal,m6id.metal,512.0 GiB,128 vCPUs,4.00 GiB/vCPU,0,7600 GB (4 * 1900 GB NVMe SSD),$8.1984 hourly,$5.1650 hourly,$11.0530 hourly,$7.7172 hourly,Amazon EC2
R6I Metal,r6i.metal,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,EBS only,$8.3200 hourly,$5.4684 hourly,$11.3564 hourly,$8.4719 hourly,Amazon EC2
R6I 32xlarge,r6i.32xlarge,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,EBS only,$8.3200 hourly,$5.4684 hourly,$11.3564 hourly,$8.4568 hourly,Amazon EC2
INF2 24xlarge,inf2.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,6,EBS only,$8.4378 hourly,$5.3158 hourly,unavailable,unavailable,Amazon EC2
C7I 48xlarge,c7i.48xlarge,384.0 GiB,192 vCPUs,2.00 GiB/vCPU,0,EBS only,$8.5680 hourly,$5.6730 hourly,$14.5050 hourly,$11.2051 hourly,Amazon EC2
C7I Metal-48xl,c7i.metal-48xl,384.0 GiB,192 vCPUs,2.00 GiB/vCPU,0,EBS only,$8.5680 hourly,$5.6730 hourly,$14.5050 hourly,$11.2292 hourly,Amazon EC2
G4DN Metal,g4dn.metal,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,8,1800 GB (2 * 900 GB NVMe SSD),$8.6120 hourly,$5.4260 hourly,$9.8420 hourly,$6.9975 hourly,Amazon EC2
I4I 24xlarge,i4i.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,22500 GB (6 * 3750 GB NVMe SSD),$9.3456 hourly,$6.0858 hourly,$10.5018 hourly,$6.9381 hourly,Amazon EC2
G5 Graphics and Machine Learning GPU 24xlarge,g5.24xlarge,384.0 GiB,96 vCPUs,4.00 GiB/vCPU,4,3800 GB NVMe SSD,$9.7793 hourly,$6.1609 hourly,$10.5769 hourly,$5.4674 hourly,Amazon EC2
R6ID 32xlarge,r6id.32xlarge,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,7600 GB (4 * 1900 GB NVMe SSD),$10.1504 hourly,$6.3948 hourly,$12.2828 hourly,$8.9634 hourly,Amazon EC2
R6ID Metal,r6id.metal,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,7600 GB (4 * 1900 GB NVMe SSD),$10.1504 hourly,$6.3948 hourly,$12.2828 hourly,$8.9044 hourly,Amazon EC2
M7I Metal-48xl,m7i.metal-48xl,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,0,EBS only,$10.1808 hourly,$6.7235 hourly,$15.5555 hourly,$10.8682 hourly,Amazon EC2
M7I 48xlarge,m7i.48xlarge,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,0,EBS only,$10.1808 hourly,$6.7235 hourly,$15.5555 hourly,$11.4872 hourly,Amazon EC2
X2IDN 24xlarge,x2idn.24xlarge,1536.0 GiB,96 vCPUs,16.00 GiB/vCPU,0,2850 GB (2 * 1425 GB NVMe SSD),$10.3215 hourly,$6.3508 hourly,$10.7668 hourly,$7.3963 hourly,Amazon EC2
I3EN Metal,i3en.metal,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,60000 GB (8 * 7500 GB NVMe SSD),$12.3360 hourly,$8.4180 hourly,$12.8340 hourly,$7.8060 hourly,Amazon EC2
I3EN 24xlarge,i3en.24xlarge,768.0 GiB,96 vCPUs,8.00 GiB/vCPU,0,60000 GB (8 * 7500 GB NVMe SSD),$12.3360 hourly,$8.4180 hourly,$12.8340 hourly,$7.6493 hourly,Amazon EC2
I4I 32xlarge,i4i.32xlarge,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,30000 GB (8 * 3750 GB NVMe SSD),$12.4608 hourly,$8.1144 hourly,$14.0024 hourly,$9.2543 hourly,Amazon EC2
I4I Metal,i4i.metal,1024.0 GiB,128 vCPUs,8.00 GiB/vCPU,0,30000 GB (8 * 3750 GB NVMe SSD),$12.4610 hourly,$8.1140 hourly,$14.0020 hourly,$9.2505 hourly,Amazon EC2
R7I 48xlarge,r7i.48xlarge,1536.0 GiB,192 vCPUs,8.00 GiB/vCPU,0,EBS only,$13.1040 hourly,$8.6127 hourly,$17.4447 hourly,$12.1765 hourly,Amazon EC2
R7I Metal-48xl,r7i.metal-48xl,1536.0 GiB,192 vCPUs,8.00 GiB/vCPU,0,EBS only,$13.1040 hourly,$8.6127 hourly,$17.4447 hourly,$12.6542 hourly,Amazon EC2
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,488.0 GiB,32 vCPUs,15.25 GiB/vCPU,4,EBS only,$13.7440 hourly,$10.3290 hourly,$11.8010 hourly,unavailable,Amazon EC2
X1E 16xlarge,x1e.16xlarge,1952.0 GiB,64 vCPUs,30.50 GiB/vCPU,0,1920 GB SSD,$13.7600 hourly,$8.4150 hourly,$11.3590 hourly,$6.6136 hourly,Amazon EC2
X2IDN 32xlarge,x2idn.32xlarge,2048.0 GiB,128 vCPUs,16.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$13.7620 hourly,$8.4678 hourly,$14.3558 hourly,$7.2642 hourly,Amazon EC2
X1 Extra High-Memory 32xlarge,x1.32xlarge,1952.0 GiB,128 vCPUs,15.25 GiB/vCPU,0,3840 GB (2 * 1920 GB SSD),$13.7620 hourly,$8.4170 hourly,$14.3050 hourly,$9.7311 hourly,Amazon EC2
X2IEDN 16xlarge,x2iedn.16xlarge,2048.0 GiB,64 vCPUs,32.00 GiB/vCPU,0,1900 GB NVMe SSD,$13.7620 hourly,$8.4678 hourly,$11.4118 hourly,$4.3228 hourly,Amazon EC2
X2IDN Metal,x2idn.metal,2048.0 GiB,128 vCPUs,16.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$13.7620 hourly,$8.4678 hourly,$14.3558 hourly,$9.7698 hourly,Amazon EC2
INF2 48xlarge,inf2.48xlarge,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,12,EBS only,$16.8757 hourly,$10.6317 hourly,unavailable,unavailable,Amazon EC2
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,768.0 GiB,192 vCPUs,4.00 GiB/vCPU,8,7600 GB (2 * 3800 GB NVMe SSD),$19.5586 hourly,$12.3219 hourly,$21.1539 hourly,$11.7432 hourly,Amazon EC2
X2IEDN 24xlarge,x2iedn.24xlarge,3072.0 GiB,96 vCPUs,32.00 GiB/vCPU,0,2850 GB (2 * 1425 GB NVMe SSD),$20.6430 hourly,$12.7016 hourly,$17.1176 hourly,$6.4803 hourly,Amazon EC2
P2 General Purpose GPU 16xlarge,p2.16xlarge,732.0 GiB,64 vCPUs,11.44 GiB/vCPU,8,EBS only,$27.4880 hourly,$20.6590 hourly,$23.6030 hourly,unavailable,Amazon EC2
X1E 32xlarge,x1e.32xlarge,3904.0 GiB,128 vCPUs,30.50 GiB/vCPU,0,3840 GB (2 * 1920 GB SSD),$27.5200 hourly,$16.8290 hourly,$22.7170 hourly,$10.7255 hourly,Amazon EC2
X2IEDN 32xlarge,x2iedn.32xlarge,4096.0 GiB,128 vCPUs,32.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$27.5240 hourly,$16.9355 hourly,$22.8235 hourly,$8.6404 hourly,Amazon EC2
X2IEDN Metal,x2iedn.metal,4096.0 GiB,128 vCPUs,32.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),$27.5240 hourly,$16.9355 hourly,$22.8235 hourly,$13.3996 hourly,Amazon EC2
U-6TB1 56xlarge,u-6tb1.56xlarge,6144.0 GiB,224 vCPUs,27.43 GiB/vCPU,0,EBS only,$47.8768 hourly,$29.5038 hourly,$39.8078 hourly,unavailable,Amazon EC2
U-6TB1 112xlarge,u-6tb1.112xlarge,6144.0 GiB,448 vCPUs,13.71 GiB/vCPU,0,EBS only,$56.3330 hourly,$34.7149 hourly,$55.3229 hourly,unavailable,Amazon EC2
U-12TB1 112xlarge,u-12tb1.112xlarge,12288.0 GiB,448 vCPUs,27.43 GiB/vCPU,0,EBS only,$112.6670 hourly,$69.4423 hourly,$90.0503 hourly,unavailable,Amazon EC2
P5 48xlarge,p5.48xlarge,2048.0 GiB,192 vCPUs,10.67 GiB/vCPU,8,30400 GB (8 * 3800 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,1152.0 GiB,96 vCPUs,12.00 GiB/vCPU,8,8000 GB (8 * 1000 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
T1 Micro,t1.micro,0.613 GiB,1 vCPUs,0.61 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M1 General Purpose Small,m1.small,1.7 GiB,1 vCPUs,1.70 GiB/vCPU,0,160 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Medium,c7a.medium,2.0 GiB,1 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Medium,m7a.medium,4.0 GiB,1 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Medium,c7gn.medium,2.0 GiB,1 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M3 General Purpose Medium,m3.medium,3.75 GiB,1 vCPUs,3.75 GiB/vCPU,0,4 GB SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Medium,r7a.medium,8.0 GiB,1 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Medium,x2gd.medium,16.0 GiB,1 vCPUs,16.00 GiB/vCPU,0,59 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD Large,c5ad.large,4.0 GiB,2 vCPUs,2.00 GiB/vCPU,0,75 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M1 General Purpose Medium,m1.medium,3.75 GiB,1 vCPUs,3.75 GiB/vCPU,0,410 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID Large,c6id.large,4.0 GiB,2 vCPUs,2.00 GiB/vCPU,0,118 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Large,c7a.large,4.0 GiB,2 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C3 High-CPU Large,c3.large,3.75 GiB,2 vCPUs,1.88 GiB/vCPU,0,32 GB (2 * 16 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Large,m7a.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N Large,m5n.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Large,c7gn.large,4.0 GiB,2 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C1 High-CPU Medium,c1.medium,1.7 GiB,2 vCPUs,0.85 GiB/vCPU,0,350 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M3 General Purpose Large,m3.large,7.5 GiB,2 vCPUs,3.75 GiB/vCPU,0,32 GB SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN Large,m5dn.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,75 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN Large,m6in.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B Large,r5b.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Large,r7a.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
